# criteria: byte, interval: 600, nflows: 5, duration: 86400, start_time: 1360335600, end_time: 1360422000 
# labels:"[ 1] 6:80:* 43.21%  [203.190.176.0/20 *] 13.20% ", "[ 2] 6:*:* 13.14%  ", "[ 3] 1:2048:2048 7.70%  ", "[ 4] 17:*:* 5.75%  ", "[ 5] 6:873:* 3.88%  [2001:fe1d:bebe:38ee:e7ff:ac:1ff:915 2001:eb6a:ff3f:97c7:350:55fe:569:805d] 27.90% [64.185.115.251 203.190.178.175] 23.23% [* 203.190.0.0/16] 18.34% [2001:fb05:bf7c:efa2:e7fe:f07c:3064:6371 2001:fe1d:bebe:38ee:e7ff:ac:1ff:915] 17.18% ", "TOTAL"

1360356000, 1603655032, 1328759034, 438392916, 524677719, 149674609, 4045159310
1360356600, 1264937950, 1710488703, 434568148, 514107573, 64917412, 3989019786
1360357200, 1510079714, 1387172672, 438055995, 458041550, 62695870, 3856045801
1360357800, 1274123517, 789908815, 420248731, 389363656, 146134649, 3019779368
1360358400, 1494197939, 828857882, 439612954, 317788190, 271737948, 3352194913
1360359000, 1213884824, 1030692346, 440213702, 334483866, 515824701, 3535099439
1360359600, 1145338148, 821047887, 438332041, 352463066, 548631287, 3305812429
1360360200, 1444482794, 798036218, 439199782, 374707376, 522942759, 3579368929
1360360800, 2149639387, 933566885, 439653949, 445035031, 544265566, 4512160818
1360361400, 1075878011, 1057976411, 439529819, 393271839, 804035386, 3770691466
1360362000, 1722445384, 946988887, 436702321, 391035352, 1788899334, 5286071278
1360362600, 2407133117, 992570265, 436872717, 360514711, 2363862508, 6560953318
1360363200, 5151282020, 779866167, 437934908, 316522644, 1641101617, 8326707356
1360363800, 1465980097, 961664949, 437088455, 392485402, 1654824177, 4912043080
1360364400, 2086482493, 1246941811, 435033094, 403871614, 1630516403, 5802845415
1360365000, 1465517509, 1037058322, 434827832, 519338143, 1514774972, 4971516778
1360365600, 1503753306, 973861901, 436269990, 534501569, 1596704248, 5045091014
1360366200, 1407609160, 1548429768, 436818211, 562677677, 1219898137, 5175432953
1360366800, 2191953434, 925510248, 434645157, 494752394, 493306701, 4540167934
1360367400, 2724699963, 1024401972, 435542282, 519219823, 502452475, 5206316515
1360368000, 3396606625, 1069077926, 434713945, 532361450, 459794094, 5892554040
1360368600, 2976147296, 1585221052, 436747266, 440860544, 563678344, 6002654502
1360369200, 2495909180, 1118523058, 437014775, 492747848, 466527669, 5010722530
1360369800, 4362020406, 1182167004, 893075048, 274279034, 455277594, 7166819086
1360370400, 3066964186, 1491510943, 995116374, 298884009, 135941859, 5988417371
1360371000, 2794721207, 2059199711, 812355120, 253734824, 0, 5920010862
1360371600, 2744769895, 2084809079, 888269203, 257421584, 0, 5975269761
1360372200, 3681448219, 1012283354, 897190910, 257230293, 656709933, 6504862709
1360372800, 6431815546, 1156557553, 763449653, 258519037, 686075820, 9296417609
1360373400, 5697850525, 1049841415, 1014831857, 285261291, 268471564, 8316256652
1360374000, 3821603220, 1095956690, 943478222, 473562905, 1001538976, 7336140013
1360374600, 2710568756, 1328741850, 790085468, 450993179, 0, 5280389253
1360375200, 3179642150, 935869599, 992833072, 394389566, 1520618262, 7023352649
1360375800, 5475637338, 856026864, 766394273, 385487132, 2834549, 7486380156
1360376400, 3386382738, 800421330, 972480136, 520582260, 1784632, 5681651096
1360377000, 3500485817, 1011341723, 894779726, 505851810, 45378210, 5957837286
1360377600, 2912412997, 1048202734, 800068850, 519988614, 303714137, 5584387332
1360378200, 2823102798, 1059179792, 916578562, 429195630, 322911812, 5550968594
1360378800, 3691037958, 686426039, 866753911, 330993487, 1295451564, 6870662959
1360379400, 3405772887, 765344941, 970729514, 472230232, 151204428, 5765282002
1360380000, 4389209070, 816918161, 784557145, 670489777, 13302059, 6674476212
1360380600, 3339640389, 1050712579, 988061346, 746258558, 0, 6124672872
1360381200, 4538757922, 1048075989, 765190668, 537965908, 0, 6889990487
1360381800, 4968328523, 789099875, 858656530, 408412944, 0, 7024497872
1360382400, 5084020587, 623194779, 908261397, 405909592, 0, 7021386355
1360383000, 7524035480, 668020213, 807958923, 482266154, 47545152, 9529825922
1360383600, 5007496152, 623202629, 951346802, 561240771, 0, 7143286354
1360384200, 5156881615, 812950464, 814850944, 1270767914, 0, 8055450937
1360384800, 4489803484, 927087103, 938750426, 1662583020, 451165000, 8469389033
1360385400, 4718210636, 742900370, 875539159, 1511041010, 0, 7847691175
1360386000, 4169573242, 1129620416, 876063629, 1640784926, 0, 7816042213
1360386600, 4183955321, 1286425679, 879681269, 1261974310, 20962927, 7632999506
1360387200, 4166292155, 1355327401, 913026027, 1139147993, 7772883, 7581566459
1360387800, 4673356505, 941161223, 848789257, 984008668, 5460783, 7452776436
1360388400, 7979161893, 624322352, 948504591, 859697841, 0, 10411686677
1360389000, 5058915889, 752885417, 739620977, 836053931, 0, 7387476214
1360389600, 6782662836, 843118425, 955444989, 699596125, 0, 9280822375
1360390200, 8058158657, 864329912, 854491406, 697639887, 405990518, 10880610380
1360390800, 6827890335, 802820743, 928795579, 827108701, 247353057, 9633968415
1360391400, 10366313496, 841364922, 854586224, 1074021576, 323769750, 13460055968
1360392000, 7129515622, 907695814, 911918462, 997036941, 782487, 9946949326
1360392600, 5390589447, 835880466, 909855411, 633092408, 0, 7769417732
1360393200, 9363983233, 838605521, 874347956, 507946254, 0, 11584882964
1360393800, 4678928927, 976048047, 848483166, 486202418, 18230978, 7007893536
1360394400, 4033323923, 937258510, 901365646, 531020359, 17416963, 6420385401
1360395000, 3498801082, 1032802041, 847090450, 589239116, 0, 5967932689
1360395600, 3937317182, 1219310046, 851873096, 833001450, 0, 6841501774
1360396200, 4862577938, 1578327524, 854765322, 702819904, 0, 7998490688
1360396800, 7549355063, 1803223892, 938552237, 675221983, 0, 10966353175
1360397400, 9364278558, 2413198458, 818130209, 608018325, 9921446, 13213546996
1360398000, 4717669866, 1523246356, 868395418, 691126888, 15701979, 7816140507
1360398600, 3851724675, 1914232888, 782900910, 770115825, 597684, 7319571982
1360399200, 6799599579, 1108560919, 991854767, 616532240, 0, 9516547505
1360399800, 3513879397, 1615745173, 862519768, 538983736, 0, 6531128074
1360400400, 3563506958, 1722316015, 906233797, 451506131, 44466580, 6688029481
1360401000, 3684505760, 903573669, 759531618, 525763826, 58710231, 5932085104
1360401600, 3188645914, 1072087976, 989275382, 500460536, 30348585, 5780818393
1360402200, 3336841917, 890155430, 786511914, 863829766, 0, 5877339027
1360402800, 6135532510, 906649492, 915804815, 758759884, 0, 8716746701
1360403400, 5215904930, 1085611311, 924378480, 489560160, 51137273, 7766592154
1360404000, 4181270967, 861532889, 816723761, 497533416, 0, 6357061033
1360404600, 4451319945, 714361143, 840971110, 277034182, 0, 6283686380
1360405200, 4310899089, 689339516, 934323490, 109488872, 6682306, 6050733273
1360405800, 5266077812, 820364965, 899188869, 109783766, 0, 7095415412
1360406400, 6573325410, 838310997, 888949660, 436961970, 593304806, 9330852843
1360407000, 8300225171, 821426135, 900163739, 297132780, 250745944, 10569693769
1360407600, 4323863737, 1474512613, 925998111, 179573694, 0, 6903948155
1360408200, 4365745552, 1291804583, 769364477, 128857177, 0, 6555771789
1360408800, 3777212791, 1999333696, 932958536, 89965889, 169000362, 6968471274
1360409400, 3578293305, 1466542066, 983366434, 466995524, 0, 6495197329
1360410000, 4102562794, 1650880280, 846425819, 235518038, 0, 6835386931
1360410600, 3802915747, 1370171810, 930713648, 142438259, 0, 6246239464
1360411200, 3221929979, 1503576500, 828123389, 180124672, 0, 5733754540
1360411800, 3331241568, 1038016081, 820585225, 859879578, 7089647, 6056812099
1360412400, 4054044952, 1115843703, 990418273, 309996264, 0, 6470303192
1360413000, 4145835358, 1010301487, 899777807, 126606988, 0, 6182521640
1360413600, 4206658845, 965746935, 849696550, 175283235, 0, 6197385565
1360414200, 4201886364, 853685469, 956359252, 256037602, 14423733, 6282392420
1360414800, 3773549733, 818354685, 910990740, 854175152, 0, 6357070310
1360415400, 3923470555, 998987740, 917008502, 605241630, 1210410, 6445918837
1360416000, 9402991074, 1581319363, 725728871, 217139654, 0, 11927178962
1360416600, 4877198454, 1367404278, 960977422, 639702135, 0, 7845282289
1360417200, 4705761042, 1078965208, 818170729, 640711136, 0, 7243608115
1360417800, 4632050776, 1595893734, 945178213, 573163983, 0, 7746286706
1360418400, 3630289318, 944496117, 842136926, 844734309, 0, 6261656670
1360419000, 5325258741, 1336407791, 879901890, 966872471, 0, 8508440893
1360419600, 5377001038, 1272914394, 773607952, 790827032, 17144509, 8231494925
1360420200, 4038242515, 1753727092, 859562276, 746924034, 0, 7398455917
1360420800, 3653328050, 2039255622, 898558699, 836371702, 0, 7427514073
1360421400, 3835603471, 1756172532, 891456608, 1003573898, 0, 7486806509
