# criteria: byte, interval: 600, nflows: 5, duration: 86400, start_time: 1360249200, end_time: 1360335600 
# labels:"[ 1] 6:80:* 50.48%  [203.190.176.0/20 *] 13.01% ", "[ 2] 6:*:* 10.45%  ", "[ 3] 1:2048:2048 4.51%  ", "[ 4] 6:873:* 4.32%  [2001:fe1d:bebe:38ee:e7ff:ac:1ff:915 2001:eb6a:ff3f:97c7:350:55fe:569:805d] 37.23% [64.185.115.251 203.190.178.175] 19.63% [203.190.178.175 *] 15.59% ", "[ 5] 17:*:* 3.13%  [163.45.0.0/16 *] 45.32% ", "TOTAL"

1360249200, 6067722161, 582773703, 461156951, 1236683564, 315926942, 8664263321
1360249800, 4575208836, 695298677, 447649961, 2292666162, 426175026, 8436998662
1360250400, 4540693656, 789680388, 457472592, 3810214824, 422222059, 10020283519
1360251000, 5815139793, 747657277, 463999028, 2824447140, 567363594, 10418606832
1360251600, 5023849771, 766523544, 458373059, 1948726670, 492444131, 8689917175
1360252200, 4020776301, 1192810281, 436771952, 1862370867, 671166462, 8183895863
1360252800, 4535257754, 1254774319, 438449405, 1291123357, 830815212, 8350420047
1360253400, 4489397015, 1646726317, 440198997, 1301093127, 638774753, 8516190209
1360254000, 4128128105, 880877091, 438647245, 1295392921, 604146291, 7347191653
1360254600, 4022612365, 1111787184, 438141046, 1396845442, 738723371, 7708109408
1360255200, 3474844166, 718226087, 441248607, 1350510545, 574532716, 6559362121
1360255800, 3274177601, 1123316428, 435874441, 642429545, 413883127, 5889681142
1360256400, 3602130159, 885233786, 440161770, 35473293, 453501212, 5416500220
1360257000, 2832002930, 628317488, 435759426, 157247544, 710961944, 4764289332
1360257600, 2465388448, 570924038, 436506218, 1872822486, 618039069, 5963680259
1360258200, 5823726056, 351232116, 436862677, 301256832, 621905634, 7534983315
1360258800, 2918747186, 513109938, 442434198, 388808301, 560808177, 4823907800
1360259400, 2308467180, 633992732, 440581215, 549505192, 791988722, 4724535041
1360260000, 2869445617, 1281951349, 443333517, 114880463, 603052398, 5312663344
1360260600, 3519508078, 1206675678, 437612719, 0, 677238187, 5841034662
1360261200, 3478237677, 1257089436, 436467329, 7428654, 592064341, 5771287437
1360261800, 2815946113, 1093468479, 438528212, 0, 597761594, 4945704398
